Model,Cost (bp),Permutation,Selected Candidate Null,Max Active Null
gbm,0,76,-0.025267939725837713,0.02167766151907094
gbm,0,77,-0.2868167752715016,0.07881560370389598
gbm,0,78,0.08150750147548183,0.21095532596777097
gbm,0,79,-0.011159783406034574,0.1639073297725321
gbm,0,80,0.10561071398286462,0.12580098261762937
gbm,0,81,0.08429802515439927,0.1276974323001003
gbm,0,82,0.3455713183526471,0.3455713183526471
gbm,0,83,-0.05782331771264598,0.025420558376150038
gbm,0,84,-0.01976531721876365,0.00010847929290172531
gbm,0,85,0.16569590673696225,0.19033157216199711
gbm,0,86,0.012857882887339744,0.16596809978886332
gbm,0,87,-0.16159982618805888,-0.0822764987384396
gbm,0,88,0.056914456182715484,0.056914456182715484
gbm,0,89,-0.09358359041708783,0.005003428167448726
gbm,0,90,-0.007440978134111126,0.03425701975595216
gbm,0,91,-0.01493374352640478,0.06558803772878666
gbm,0,92,0.07825939857025405,0.07825939857025405
gbm,0,93,-0.010758000083879005,0.059694304206737187
gbm,0,94,-0.23923318380683656,-0.04041011519332549
gbm,0,95,-0.13170851286183471,0.023947114741144193
gbm,0,96,0.5038301590974417,0.5038301590974417
gbm,0,97,0.09014198259718906,0.1401729207229305
gbm,0,98,0.015113133346849716,0.09030255020485087
gbm,0,99,0.09029831349955117,0.09029831349955117
gbm,0,100,-0.2516796864425429,0.008092410546986423
gbm,0,101,0.04266523097754141,0.04266523097754141
gbm,0,102,-0.10022028937685455,0.00406591775549936
gbm,0,103,0.03427238555092341,0.09178197780647093
gbm,0,104,0.12566161363713937,0.14032266905142946
gbm,0,105,-0.007268474957415949,0.00974111532817118
gbm,0,106,-0.061104716633777645,0.06579307964150388
gbm,0,107,0.12528684219843653,0.23246942048512434
gbm,0,108,0.031597601570514944,0.0767045611299394
gbm,0,109,0.09015500458205272,0.15547259766810442
gbm,0,110,-0.0050977404821407335,0.05213180877482862
gbm,0,111,-0.1039545913996962,0.06864150167055783
gbm,0,112,-0.09461783748602179,-0.007390968306251716
gbm,0,113,0.09927074965678076,0.1294474574361568
gbm,0,114,0.11435216900372755,0.14312591218833634
gbm,0,115,0.01887834753680548,0.1118503357024159
gbm,0,116,0.06709197855307891,0.13265823512436722
gbm,0,117,-0.07136188963114386,0.06312103642974745
gbm,0,118,0.18910846092652497,0.18910846092652497
gbm,0,119,-0.009384508250643464,0.011874621436932298
gbm,0,120,0.04117635208151926,0.11841900070139658
gbm,0,121,0.03425849159801078,0.08584492484210765
gbm,0,122,-0.021754652759487736,0.054271433828129184
gbm,0,123,0.02114976425758497,0.04915506397768141
gbm,0,124,0.039070790611011236,0.10512545308982887
gbm,0,125,-0.22256516293238793,-0.026323297459219075
gbm,0,126,0.02364459408905703,0.12114497921723674
gbm,0,127,0.09856937316922268,0.14167285710235997
gbm,0,128,-0.20256442931986673,-0.08354277451111725
gbm,0,129,-0.11531916541978049,0.06035693707502737
gbm,0,130,0.0007471291604628783,0.16636160199605585
gbm,0,131,-0.14888190924491157,-0.029990640861782963
gbm,0,132,0.10714867962935706,0.11040018046554098
gbm,0,133,0.042999078238229904,0.048911341530231744
gbm,0,134,-0.20782304713014116,0.048077166745393946
gbm,0,135,-0.04854584209499134,0.05377747348773229
gbm,0,136,-0.23362904989379576,-0.1413103003457778
gbm,0,137,0.16522777265507024,0.3906303415586383
gbm,0,138,-0.2441816533361782,-0.11822023176391802
gbm,0,139,0.08432012109439388,0.27581005426321037
gbm,0,140,0.06664362248923555,0.13313088356383948
gbm,0,141,0.2168182830466268,0.2168182830466268
gbm,0,142,-0.03658205163018079,0.08913227188511566
gbm,0,143,-0.01040628930925458,0.05877235438932324
gbm,0,144,-0.007656275070797858,0.12245183137779705
gbm,0,145,-0.012078478822174388,0.08272389053884127
gbm,0,146,0.07513658515369645,0.11238666245757464
gbm,0,147,0.10741365974772302,0.21401989156126414
gbm,0,148,-0.23151945965949589,-0.005794407473824564
gbm,0,149,0.022901388990400257,0.11162129229064618
gbm,0,150,0.03852630368614582,0.07993725574264618
gbm,0,151,0.11264550408955412,0.18045586649889553
gbm,0,152,-0.06046829517401567,0.12018711973206328
gbm,0,153,0.12967112650445786,0.1602300700184007
gbm,0,154,0.0633785336395643,0.0633785336395643
gbm,0,155,0.03166679149924764,0.0516290435607836
gbm,0,156,-0.17036840419116062,0.036910033709120715
gbm,0,157,0.037285109644015574,0.05303003132825013
gbm,0,158,-0.24362415807477983,-0.0049085133390126545
gbm,0,159,-0.08095086864873605,0.04681604628325775
gbm,0,160,0.06292608813805084,0.06292608813805084
gbm,0,161,-0.029109729833637354,0.002960816709117159
gbm,0,162,-0.07086674648197366,0.05154503366864774
gbm,0,163,0.055324199444241745,0.055324199444241745
gbm,0,164,0.11449880004728072,0.1147997629665313
gbm,0,165,0.03490516030947824,0.08682380892026736
gbm,0,166,0.09212243967252617,0.14073487534572257
gbm,0,167,0.024957046617944845,0.025961841198652552
gbm,0,168,0.14801277626398027,0.14801277626398027
gbm,0,169,0.08122310510787517,0.09324432409244085
gbm,0,170,0.006159321118313993,0.0967612113161466
gbm,0,171,0.12009614871244526,0.35726566023761963
gbm,0,172,0.14554289930916223,0.14642949171638495
gbm,0,173,-0.023909410879533965,0.007707453517126539
gbm,0,174,-0.03384395480217059,0.10166307210596895
gbm,0,175,0.040109377241691,0.10747633350328309
gbm,0,176,-0.09438781701848303,-0.01197749562532957
gbm,0,177,-0.07898707847444997,0.04268572839194723
gbm,0,178,-0.08579037751013066,0.08447394211511192
gbm,0,179,0.05578024365243464,0.06021117777348775
gbm,0,180,-0.01115636507042711,0.21773745985361673
gbm,0,181,-0.02426400679428481,0.033229071271887595
gbm,0,182,-0.08088036663838252,0.02190375271424083
gbm,0,183,-0.18833589062630915,0.053460475221455805
gbm,0,184,0.014960524275029502,0.03753817909750437
gbm,0,185,0.12439157666293552,0.12439157666293552
gbm,0,186,-0.08251101462897195,0.04496292316129433
gbm,0,187,0.18689908189212864,0.19749047083642482
gbm,0,188,-0.0956460633335301,0.0021141327901322005
gbm,0,189,-0.34655960111239137,0.04293987164794691
gbm,0,190,-0.07060117376770281,0.06393972345380522
gbm,0,191,-0.04750551734028802,0.033339272596018904
gbm,0,192,0.04420247103397121,0.06849008518291785
gbm,0,193,0.045720326269388795,0.17524944024667286
gbm,0,194,-0.027178602850008865,-0.0004992689155858265
gbm,0,195,-0.22108536490876982,-0.012076975370790832
gbm,0,196,0.07107823958646617,0.1458288035888011
gbm,0,197,0.05676817344887805,0.10620442995496934
gbm,0,198,0.3011708552343987,0.34288701254230036
gbm,0,199,-0.11616320567316876,-0.03940241888339366
gbm,0,200,-0.07568504575445058,0.022854689290241786
gbm,0,201,0.00781973854748838,0.06017477806794255
gbm,0,202,0.07971409412765476,0.16715375683709285
gbm,0,203,-0.144094681691654,0.01331502839459861
gbm,0,204,-0.020599383193685816,0.04292993855979596
gbm,0,205,-0.1345640724143518,0.2733929948618192
gbm,0,206,-0.14591965028660664,0.03665804228777245
gbm,0,207,-0.1629371296023682,0.008837632693733971
gbm,0,208,-0.12064425455849766,0.010363020254773675
gbm,0,209,0.09086732977043319,0.11636453371196445
gbm,0,210,0.1285454047253193,0.1285454047253193
gbm,0,211,0.03476105920816086,0.12847021133305833
gbm,0,212,0.1848873464452516,0.3418158163111866
gbm,0,213,0.10392840793722327,0.10392840793722327
gbm,0,214,0.17653118045454394,0.17653118045454394
gbm,0,215,-0.21900724730790166,0.09253711918578297
gbm,0,216,0.015247925864948192,0.043695264838396586
gbm,0,217,-0.024672853457359034,0.11897869022796584
gbm,0,218,0.018835122038132562,0.0628697128408709
gbm,0,219,0.03426610637922545,0.16137088267956942
gbm,0,220,-0.0035727755473126954,0.09894854904520087
gbm,0,221,-0.15400472808805854,0.02469003276679463
gbm,0,222,-0.08858298667629252,-0.016794684898102014
gbm,0,223,-0.16057139929904043,0.029260122957245643
gbm,0,224,-0.1283753213936954,0.02904208763566049
gbm,0,225,-0.024182618498510916,0.030901700804327276
gbm,0,226,0.006151460155346483,0.07060844687915185
gbm,0,227,-0.24589161182392338,-0.003893501600815946
gbm,0,228,0.06108518559743298,0.14314982382841077
gbm,0,229,-0.11160621304680696,-0.0008393718889982138
gbm,0,230,-0.1014156295023477,0.12061581457598272
gbm,0,231,0.04994825896178312,0.07025235460562126
gbm,0,232,0.07000755759644417,0.07000755759644417
gbm,0,233,-0.02787487605495323,-0.005541862359642241
gbm,0,234,-0.25345105477889546,-0.05821014874921304
gbm,0,235,0.04967004695812066,0.08501904443656058
gbm,0,236,0.030418159346921297,0.08380248081743868
gbm,0,237,0.09907061719814683,0.09907061719814683
gbm,0,238,-0.0023219205379839958,0.031307000563418175
gbm,0,239,-0.04885469949423239,0.09342511111447596
gbm,0,240,0.08524908482022395,0.1527563496957505
gbm,0,241,0.04376578895558472,0.10384290918426584
gbm,0,242,-0.07545201326276904,0.04839841421771374
gbm,0,243,0.0324389556445798,0.14979562290311835
gbm,0,244,0.01564289135148461,0.019070419649480475
gbm,0,245,0.07494761606616995,0.07625393274611375
gbm,0,246,-0.0933635280728189,0.1371536675547427
gbm,0,247,0.17928092655871572,0.2530633478298028
gbm,0,248,0.040491166193125594,0.052403374548794734
gbm,0,249,0.02050979216044288,0.248782878007321
gbm,0,250,-0.20060168610436582,0.07644693190790511
gbm,0,251,-0.060013971487751935,0.05047064184037281
gbm,0,252,0.033433665545062885,0.048602531981517066
gbm,0,253,0.061130049830517674,0.1377620326827447
gbm,0,254,-0.18915136717510195,-0.012420327780740675
gbm,0,255,-0.2260931462673198,0.12014317564518426
gbm,0,256,0.07417086385943517,0.07417086385943517
gbm,0,257,0.07898114042383692,0.1644859429997896
gbm,0,258,0.07162078045540912,0.0949277600243589
gbm,0,259,0.17051477490423292,0.17051477490423292
gbm,0,260,-0.08008226472499742,-0.00968729684428643
gbm,0,261,0.1917471571796451,0.2799009575520559
gbm,0,262,0.22095026991497754,0.22095026991497754
gbm,0,263,-0.043078497700095586,0.004735689271023358
gbm,0,264,-0.12502986109441955,0.03654280911695448
gbm,0,265,0.16065325870077482,0.19730948447441685
gbm,0,266,-0.012903628164589731,0.02718260942034717
gbm,0,267,0.08236053800025533,0.10037401840290675
gbm,0,268,0.029079612722369252,0.08756530454406813
gbm,0,269,-0.05170588656169964,-0.040984042142564334
gbm,0,270,0.31826690831451754,0.37088885784741576
gbm,0,271,0.1328207693633033,0.1328207693633033
gbm,0,272,-0.13656051113451378,0.21784405787752195
gbm,0,273,-0.16632953402553263,0.009546510702875044
gbm,0,274,-0.21710474983597472,-0.07820176701416708
gbm,0,275,-0.10718859620021604,0.026956364780211683
gbm,0,276,-0.024226684638024132,0.08306079565833166
gbm,0,277,0.12050101927432763,0.12050101927432763
gbm,0,278,0.0804946559066694,0.1007734724350873
gbm,0,279,-0.07330577925510645,-0.028292488965865753
gbm,0,280,0.5250009225157949,0.688073591234736
gbm,0,281,-0.10464041713184555,0.031167857374490404
gbm,0,282,-0.03755562060210313,0.03564210020409675
gbm,0,283,0.05437424341208616,0.08673021621561097
gbm,0,284,0.007305409150798581,0.007305409150798581
gbm,0,285,-0.09637166179513276,0.03982349986357911
gbm,0,286,-0.09556536598572511,-0.006540476436392384
gbm,0,287,0.06668304564259028,0.07010336862693117
gbm,0,288,0.06626773840880651,0.16874103009741706
gbm,0,289,-0.03760821352600184,0.020141779438974966
gbm,0,290,0.13027871139346012,0.13027871139346012
gbm,0,291,0.21949257921319634,0.21949257921319634
gbm,0,292,0.05767776178911577,0.08153384035528183
gbm,0,293,0.05656677559342249,0.05656677559342249
gbm,0,294,-0.04206496106560749,0.11508950895388961
gbm,0,295,0.152214882112762,0.152214882112762
gbm,0,296,0.06121101929454262,0.12886940128134958
gbm,0,297,-0.09289431483384497,0.017125731301608632
gbm,0,298,-0.007573462261587921,0.08655210672886005
gbm,0,299,0.006000278392350428,0.15853165338430522
gbm,0,300,0.05131034461515788,0.12163881187121509
gbm,0,301,-0.09327079755219912,-0.008152372606062691
gbm,0,302,-0.02935319916072851,-0.02935319916072851
gbm,0,303,0.12010883321258167,0.12010883321258167
gbm,0,304,-0.030803732657319116,0.028074071446008764
gbm,0,305,0.007944318971483705,0.015635500359999166
gbm,0,306,0.010377732906490328,0.09532049135023754
gbm,0,307,0.024411491836400623,0.060908516910214705
gbm,0,308,0.11562984692590186,0.11849538949608221
gbm,0,309,0.04193804375904936,0.13230992131067051
gbm,0,310,0.07508512184905641,0.1138212571170267
gbm,0,311,0.057187925474379425,0.08742492107758165
gbm,0,312,-0.0006749050972159609,0.04963298935423652
gbm,0,313,0.08854247896181958,0.08854247896181958
gbm,0,314,0.06321436136169631,0.16571148670134542
gbm,0,315,0.06651390015695102,0.15119825206653117
gbm,0,316,-0.0919086969461573,-0.003188230892499533
gbm,0,317,-0.027653615489287436,0.11805568661344143
gbm,0,318,0.07969456692652202,0.14234997868987545
gbm,0,319,-0.06324187757425065,0.013808262190267262
gbm,0,320,-0.06372846626371259,0.11419993021501504
gbm,0,321,-0.03631385885593888,0.06709438858523839
gbm,0,322,-0.006134412202186662,0.13884359009381583
gbm,0,323,0.13118493116464033,0.13118493116464033
gbm,0,324,0.06088620195368685,0.0782479146968135
gbm,0,325,0.13370728238133198,0.14709084547032072
gbm,0,326,-0.03809254616254949,0.08603817979471057
gbm,0,327,-0.13318433299496826,-0.019720402375335844
gbm,0,328,0.09624589269386061,0.11381888659048242
gbm,0,329,0.061966330604108916,0.15511715875036478
gbm,0,330,-0.07728658861123457,0.05794383245015902
gbm,0,331,0.11771495709947519,0.11771495709947519
gbm,0,332,0.09194967281069857,0.10781890521019552
gbm,0,333,0.16041495803389197,0.1640843998514859
gbm,0,334,-0.042119404371166194,0.012999903092600018
gbm,0,335,0.1270127228989604,0.2135327069103716
gbm,0,336,0.11741959883758388,0.3902122304405754
gbm,0,337,-0.21654767711887404,-0.008903076007935773
gbm,0,338,0.03726729293059483,0.04265323594101186
gbm,0,339,-0.08278738568358403,0.030721562854493872
gbm,0,340,-0.020155658105432017,0.02908275074064659
gbm,0,341,-0.1926710304449853,-0.05328117373649277
gbm,0,342,0.08212665456798104,0.10492912206015828
gbm,0,343,-0.04151098066994355,0.04219052544555141
gbm,0,344,0.031718197366424866,0.12136955568734073
gbm,0,345,0.055071636158737725,0.055071636158737725
gbm,0,346,0.06559585076357474,0.06559585076357474
gbm,0,347,-0.1341420802671191,0.03909270524886127
gbm,0,348,-0.020047490852520833,0.18212075037009515
gbm,0,349,-0.021718751610690173,0.04268458041733331
gbm,0,350,0.01001946230044995,0.1075728308246979
gbm,0,351,-0.008826766278482528,0.19925333621032879
gbm,0,352,0.11396361127013124,0.15896930066145618
gbm,0,353,-0.10592997966748424,-0.0015482729576581367
gbm,0,354,-0.06837565409713754,0.02017139423914821
gbm,0,355,0.10559345640345599,0.15536061697471307
gbm,0,356,-0.020799110823128714,0.10199953071133763
gbm,0,357,-0.06489044625316222,0.07031626472918373
gbm,0,358,0.0937441464283009,0.15039199188352384
gbm,0,359,-0.018451554782417362,0.057381048954464664
gbm,0,360,0.08374791233815798,0.17459627052288992
gbm,0,361,-0.10428771165661177,-0.012136269212008527
gbm,0,362,0.08623420293866393,0.24644100524069915
gbm,0,363,0.06754016555337078,0.1336943089771552
gbm,0,364,0.11731934663685015,0.11731934663685015
gbm,0,365,-0.1078349578812681,-0.09809298111783486
gbm,0,366,0.022372987075912093,0.1563246582794626
gbm,0,367,-0.16256599297136812,-0.04242906155442025
gbm,0,368,0.05751840338140468,0.10977006960984839
gbm,0,369,-0.02672863001388115,0.008966909247550225
gbm,0,370,-0.050642794303413174,0.02430186856686578
gbm,0,371,0.23297605676501673,0.23297605676501673
gbm,0,372,-0.008763529515992435,0.12705602317877937
gbm,0,373,0.02873509697898191,0.11705396603968546
gbm,0,374,-0.03415114076694557,0.10250321071138604
gbm,0,375,-0.1346821428277116,-0.015296545722660093
gbm,0,376,0.18452618003087692,0.24950702045764236
gbm,0,377,0.018839165930345736,0.05924795562110749
gbm,0,378,0.09788629723246281,0.19345573279525144
gbm,0,379,-0.2147890811367012,0.031802759439167216
gbm,0,380,-0.17950700150039106,0.07354725049022853
gbm,0,381,0.20601838203221032,0.20601838203221032
gbm,0,382,0.01309701767413518,0.04094321126630954
gbm,0,383,0.07130034538052613,0.1511702882475626
gbm,0,384,0.20489918009586552,0.26854921748183724
gbm,0,385,0.04239614630033067,0.08078628107147276
gbm,0,386,0.06796924981963662,0.23084162426491747
gbm,0,387,-0.07832613580158523,0.030113980056292733
gbm,0,388,-0.028204905767899663,0.020356370221202263
gbm,0,389,-0.007498048245172445,0.09426049332180184
gbm,0,390,-0.2875560312753175,0.052279050377563
gbm,0,391,0.00196428599736706,0.026203382835706418
gbm,0,392,-0.01928131792203916,0.012669076473255991
gbm,0,393,0.11233646128764782,0.15431338946978887
gbm,0,394,0.06120251641092181,0.0955981867922108
gbm,0,395,0.12375512171376704,0.12375512171376704
gbm,0,396,0.041197437473187215,0.11858712541708952
gbm,0,397,0.025835549580073336,0.1370745561816816
gbm,0,398,-0.022363913749713304,0.03842038121630095
gbm,0,399,0.04196386642498437,0.06171128288088726
gbm,0,400,-0.08916276716430205,0.004119132053402308
gbm,0,401,0.039244076559531355,0.09899842884654378
gbm,0,402,0.0418892293205701,0.08637615481348662
gbm,0,403,0.10695799464945463,0.20412463651062332
gbm,0,404,-0.07568813422196857,0.0037861103008721697
gbm,0,405,-0.06035085451164196,-0.006756152935761484
gbm,0,406,0.09121574141002206,0.14573802229388474
gbm,0,407,-0.05439002190544019,0.13253163251450015
gbm,0,408,0.19781020308187228,0.2765018249521348
gbm,0,409,0.03368527006360267,0.06754758357222679
gbm,0,410,0.05352323743815199,0.19247478598179693
gbm,0,411,0.04250944340353452,0.10201982167172705
gbm,0,412,-0.052775037933226354,0.023077315789989644
gbm,0,413,0.012460363500336219,0.12831337058207745
gbm,0,414,0.04037505326947172,0.1083541397874496
gbm,0,415,0.005777533080065844,0.06171438122357406
gbm,0,416,0.014866143720698666,0.014866143720698666
gbm,0,417,-0.07337148465249828,-0.042789493678143956
gbm,0,418,-0.11519525865625047,0.06071069650648517
gbm,0,419,-0.09495210596925689,0.054791123452448465
gbm,0,420,-0.055432320559853976,0.07168135474498466
gbm,0,421,-0.05210459229861787,0.02310778730623239
gbm,0,422,-0.015327618747107363,0.10918092115318781
gbm,0,423,-0.06029148851548205,0.09383876950942935
gbm,0,424,0.04964231963005353,0.07435885340374793
gbm,0,425,-0.017435007479545406,0.03176226948557773
gbm,0,426,0.02150211198585586,0.09728865285565305
gbm,0,427,0.03511902128831504,0.039494495597592355
gbm,0,428,-0.05869586061580384,0.022955805664415407
gbm,0,429,-0.03500564103058994,0.02895692485509646
gbm,0,430,0.10270488791269775,0.13796674979108756
gbm,0,431,0.10515712341730535,0.11779738310583063
gbm,0,432,-0.08992092380557458,0.055710310496284554
gbm,0,433,-0.05626127162610314,0.05106825185960598
gbm,0,434,0.18615007367734718,0.18615007367734718
gbm,0,435,0.11984449448614129,0.12313732544195541
gbm,0,436,0.30461457337944775,0.3393268719544522
gbm,0,437,0.0587223760873779,0.08537095123698316
gbm,0,438,-0.016294354275104783,0.23874109200455243
gbm,0,439,0.060559481604869736,0.092023158358667
gbm,0,440,0.11323714003356836,0.20539846335144055
gbm,0,441,0.035388366050472964,0.03782540581034244
gbm,0,442,-0.2550223573530468,0.027416128099971404
gbm,0,443,-0.01417494762924354,0.07418128469515159
gbm,0,444,-0.02666260416290442,0.05785172881547121
gbm,0,445,0.18134877392597418,0.18134877392597418
gbm,0,446,0.010783503000204059,0.10080760589418744
gbm,0,447,0.05483756480847296,0.10652770487642141
gbm,0,448,0.07037446884146195,0.11432055773452196
gbm,0,449,0.05533609801727535,0.12376450899622773
gbm,0,450,0.012699866022167633,0.11103665889221134
gbm,0,451,0.046435071920974624,0.08431011975907227
gbm,0,452,-0.06663074448876058,0.09122325439124115
gbm,0,453,-0.16989122689095645,0.060943668021189806
gbm,0,454,-0.07505650745129355,0.20164562811155176
gbm,0,455,0.21773421823552028,0.2194589040796168
gbm,0,456,0.10105775873700004,0.10105775873700004
gbm,0,457,-0.12687669190449793,0.06362470284948685
gbm,0,458,0.04721362107018856,0.12519404032361628
gbm,0,459,-0.256056246021997,-0.024559862683846106
gbm,0,460,0.011356950014336759,0.070779040215009
gbm,0,461,-0.029269493539704483,-0.029269493539704483
gbm,0,462,0.06657512679617059,0.13337216463523974
gbm,0,463,-0.07760026755411019,-0.07760026755411019
gbm,0,464,-0.07613449414287574,0.09640804918933746
gbm,0,465,0.11713110986665545,0.17511319166002157
gbm,0,466,0.24289855502047883,0.24289855502047883
gbm,0,467,-0.10707319820888564,0.04588833349472593
gbm,0,468,0.012036237676976952,0.08067494842367606
gbm,0,469,0.037471887114242375,0.037471887114242375
gbm,0,470,-0.18584015959082964,0.0013791942877051655
gbm,0,471,0.06654808957878047,0.17681810093993186
gbm,0,472,-0.16107714709744092,0.06781740573550604
gbm,0,473,0.0004160108686009356,0.10968591820390758
gbm,0,474,0.24173978269890614,0.2518561143827608
gbm,0,475,-0.04831914443007365,-0.00013133975781923213
gbm,0,476,0.1449311120611859,0.16876063200570227
gbm,0,477,0.24017038211926753,0.24017038211926753
gbm,0,478,-0.009450693958661494,0.09364268546319168
gbm,0,479,-0.2192144984463064,-0.10483777074135829
gbm,0,480,0.2388131344160964,0.23941465884496146
gbm,0,481,0.043347438167051555,0.10761451241161948
gbm,0,482,0.1284374988524097,0.13395371204247966
gbm,0,483,-0.029215795409219952,0.12847802083905543
gbm,0,484,0.04673982930789214,0.06273357224303314
gbm,0,485,0.018272915051406186,0.07606547020084312
gbm,0,486,0.022085416085033005,0.08767031127994854
gbm,0,487,0.04997893222309527,0.1851102531547196
gbm,0,488,0.18026039958803639,0.2687519538963502
gbm,0,489,-0.08602178966031422,0.11945362369976206
gbm,0,490,-0.023405928428071432,0.03043120998803922
gbm,0,491,0.07000709553319653,0.1338970271456326
gbm,0,492,-0.0030828367626753728,0.11361874361678101
gbm,0,493,0.2821096774410332,0.2821096774410332
gbm,0,494,-0.16377467005760987,0.08378111973189112
gbm,0,495,0.05294970361308457,0.15611426339620935
gbm,0,496,0.05045987153341447,0.11690499035505572
gbm,0,497,-0.03719312991235271,0.10074045848528715
gbm,0,498,-0.08073558342261436,-0.029373474963611423
gbm,0,499,-0.025121487343525456,0.024907229961866922
gbm,0,500,0.06392474787807365,0.14767356300722187
gbm,0,501,-0.005661693785153132,0.05242171737643847
gbm,0,502,0.015028213901887688,0.019210188628802305
gbm,0,503,0.22496905068630255,0.22496905068630255
gbm,0,504,0.05491687982472443,0.0813248702860789
gbm,0,505,-0.026545124440068707,0.01811781596198639
gbm,0,506,0.1315860141107479,0.20534343012417486
gbm,0,507,-0.08050480240956524,0.07120029078198303
gbm,0,508,-0.049502415255368984,0.045736002869081
gbm,0,509,-0.009831737336368634,0.043074294908840544
gbm,0,510,0.1460872673101882,0.19071749574968036
gbm,0,511,-0.1456578002758794,-0.10453704543484815
gbm,0,512,-0.08199310876622068,0.06398007928230912
gbm,0,513,-0.2322737513185374,0.0303440247002337
gbm,0,514,0.0737602325155271,0.0737602325155271
gbm,0,515,-0.029435263551122554,0.022589214499509902
gbm,0,516,0.23783598917324075,0.41396275471894706
gbm,0,517,-0.1589746572571594,0.017387390921056234
gbm,0,518,0.11743804344119199,0.1478943862635169
gbm,0,519,0.014971553463149267,0.09113718689209852
gbm,0,520,-0.045044720032065166,-0.0010173205826229381
gbm,0,521,-0.007011285656548766,0.04582000773949571
gbm,0,522,0.12160826290068286,0.1489126831503326
gbm,0,523,0.022990459470982327,0.11774935344498774
